bbl,bldg#,m,zip,full_address,index,development,transfer_date,borough,units,_merge,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year,date_pulled
4160020001,1,M,11692,54-81 ALMEDA AVENUE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14439315,811152,432094,4,54-81,54-81,54-81,ALMEDA AVENUE,A,7/14/21,7/15/21,11/2/21,10/19/21,,,11/2/21,505,7409462,"§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE REFRIGERATOR DOOR SEAL IN THE KITCHEN LOCATED AT APT 3A, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",7/16/21,9,VIOLATION DISMISSED,1/13/22,Original,Close,N,2021,2021,11/23/25
4160020001,1,M,11692,54-81 ALMEDA AVENUE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14573140,811152,432094,4,54-81,54-81,54-81,ALMEDA AVENUE,A,9/20/21,9/21/21,1/9/22,12/26/21,,,11/16/21,550,7486059,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROX. 8 SQ. FT. AT THE SOUTH WALL IN THE 4th ROOM FROM NORTH LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION AT WEST",9/22/21,19,VIOLATION CLOSED,1/20/22,Original,Close,N,2021,2021,11/23/25
4160020001,1,M,11692,54-81 ALMEDA AVENUE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14579261,811152,432094,4,54-81,54-81,54-81,ALMEDA AVENUE,A,9/20/21,9/21/21,1/9/22,12/26/21,,,,556,7486058,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL PEELING PAINT SURFACES IN THE 4th ROOM FROM NORTH, THE 2nd ROOM FROM NORTH, THE 1st ROOM FROM NORTH AT EAST, THE PRIVATE HALLWAY , THE FOYER , THE KITCHEN LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION AT WEST",9/22/21,19,VIOLATION CLOSED,1/20/22,Original,Close,N,2021,2021,11/23/25
4160020001,1,M,11692,54-81 ALMEDA AVENUE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,16096195,811152,432094,4,54-81,54-81,54-81,ALMEDA AVENUE,C,7/11/23,7/12/23,8/1/23,7/27/23,,,8/1/23,530,8557745,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE WEST FIRE DOOR (A) LEADING TO FIRE STAIRS AT PUBLIC HALL, 3rd STORY",7/13/23,19,VIOLATION CLOSED,8/7/23,Original,Close,N,2023,2023,11/23/25
4160020001,1,M,11692,54-81 ALMEDA AVENUE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,16354117,811152,432094,4,54-81,54-81,54-81,ALMEDA AVENUE,C,11/2/23,11/2/23,11/22/23,11/17/23,,,11/21/23,530,8714922,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE . IN THE ENTRANCE LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION AT WEST",11/3/23,19,VIOLATION CLOSED,11/26/23,Original,Close,N,2023,2023,11/23/25
4160020001,1,M,11692,54-81 ALMEDA AVENUE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,16789149,811152,432094,4,54-81,54-81,54-81,ALMEDA AVENUE,B,3/28/24,3/29/24,5/20/24,5/6/24,,,5/15/24,702,9021846,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 3C, 3rd STORY, 2nd APARTMENT FROM EAST AT SOUTH",4/1/24,9,VIOLATION DISMISSED,7/26/24,Original,Close,N,2024,2024,11/23/25
4160020001,1,M,11692,54-81 ALMEDA AVENUE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14573138,811152,432094,4,54-81,54-81,54-81,ALMEDA AVENUE,B,9/20/21,9/21/21,11/10/21,10/27/21,,,,1503,7486060,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION AT WEST",9/22/21,19,VIOLATION CLOSED,1/20/22,Original,Close,N,2021,2021,11/23/25
4160020001,1,M,11692,54-81 ALMEDA AVENUE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14573139,811152,432094,4,54-81,54-81,54-81,ALMEDA AVENUE,C,9/20/21,9/21/21,10/23/21,10/18/21,,,,568,7486061,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION AT WEST",9/22/21,19,VIOLATION CLOSED,4/29/22,Original,Close,N,2021,2021,11/23/25
4160020001,1,M,11692,54-81 ALMEDA AVENUE,995,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14791844,811152,432094,4,54-81,54-81,54-81,ALMEDA AVENUE,C,1/19/22,1/21/22,2/22/22,2/17/22,,,,616,7616354,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PRESUMED LEAD PAINT THAT IS PEELING OR ON A DETERIORATED SUBSURFACE USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) CEILING IN THE BATHROOM LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",1/24/22,19,VIOLATION CLOSED,3/17/22,Original,Close,N,2022,2022,11/23/25
4160010002,10,M,11691,51-11 ALMEDA AVENUE,996,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,17388472,931924,432091,4,51-11,51-11,51-11,ALMEDA AVENUE,B,10/31/24,10/31/24,12/20/24,12/6/24,,,,538,9409691,"§ 27-2005, 2007 ADM CODE REMOVE ALL ENCUMBRANCES CONSISTING OF BICYCLE AT FIRE STAIR EXIT (LABELED AS STAIR A) , 1st STORY",11/1/24,19,VIOLATION CLOSED,12/6/24,Original,Close,Y,2024,2024,11/23/25
4160010002,10,M,11691,51-11 ALMEDA AVENUE,996,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,12379169,931924,432091,4,51-11,51-11,51-11,ALMEDA AVENUE,A,5/10/18,5/15/18,9/1/18,8/18/18,,,,700,6090539,"§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX MISSING",5/15/18,19,VIOLATION CLOSED,8/2/18,Original,Close,N,2018,2018,11/23/25
4160010002,10,M,11691,51-11 ALMEDA AVENUE,996,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,16372991,931924,432091,4,51-11,51-11,51-11,ALMEDA AVENUE,C,11/10/23,11/10/23,12/2/23,11/27/23,,,12/1/23,530,8727273,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE AT FIRE STAIR EXIT ON EAST WALL AT PUBLIC HALL, 4th STORY",11/13/23,19,VIOLATION CLOSED,12/8/23,Original,Close,N,2023,2023,11/23/25
4160010002,10,M,11691,51-11 ALMEDA AVENUE,996,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,16354326,931924,432091,4,51-11,51-11,51-11,ALMEDA AVENUE,A,11/2/23,11/2/23,2/20/24,2/6/24,,,,550,8714990,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIATELY 4 SQ FT AT SOUTH WALL IN THE 4th ROOM FROM NORTH LOCATED AT APT 4F, 4th STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION AT WEST",11/3/23,19,VIOLATION CLOSED,3/2/24,Original,Close,N,2023,2023,11/23/25
4160010002,10,M,11691,51-11 ALMEDA AVENUE,996,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,16461519,931924,432091,4,51-11,51-11,51-11,ALMEDA AVENUE,C,11/25/23,11/26/23,12/10/23,12/3/23,,,12/8/23,501,8796373,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE LOCK AND ASSEMBLY AT BUILDING ENTRANCE DOOR AT PUBLIC HALL, 1st STORY",11/27/23,9,VIOLATION DISMISSED,2/20/24,Original,Close,N,2023,2023,11/23/25
4160010002,10,M,11691,51-11 ALMEDA AVENUE,996,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,14761386,931924,432091,4,51-11,51-11,51-11,ALMEDA AVENUE,B,1/6/22,1/6/22,2/25/22,2/11/22,,,2/25/22,702,7600390,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",1/7/22,9,VIOLATION DISMISSED,5/9/22,Original,Close,N,2022,2022,11/23/25
4160010002,10,M,11691,51-11 ALMEDA AVENUE,996,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,17388471,931924,432091,4,51-11,51-11,51-11,ALMEDA AVENUE,A,10/31/24,10/31/24,2/18/25,2/4/25,,,2/18/25,508,9409690,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR EAST WALL IN THE 1st ROOM FROM NORTH LOCATED AT APT 4F, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",11/1/24,19,VIOLATION CLOSED,3/1/25,Original,Close,N,2024,2024,11/23/25
4160010002,10,M,11691,51-11 ALMEDA AVENUE,996,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,12379167,931924,432091,4,51-11,51-11,51-11,ALMEDA AVENUE,A,5/10/18,5/15/18,9/1/18,8/18/18,,,,500,6090539,§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD.,5/15/18,19,VIOLATION CLOSED,8/2/18,Original,Close,N,2018,2018,11/23/25
4160010002,10,M,11691,51-11 ALMEDA AVENUE,996,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,12292005,931924,432091,4,51-11,51-11,51-11,ALMEDA AVENUE,B,3/16/18,3/20/18,5/8/18,4/24/18,,,,579,6044479,"§ 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT WASH BASIN IN THE BATHROOM LOCATED AT APT 1D, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",3/20/18,19,VIOLATION CLOSED,8/2/18,Original,Close,N,2018,2018,11/23/25
4160010002,10,M,11691,51-11 ALMEDA AVENUE,996,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,12379171,931924,432091,4,51-11,51-11,51-11,ALMEDA AVENUE,A,5/10/18,5/15/18,9/1/18,8/18/18,,,,1501,6090539,"§ 27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.",5/15/18,19,VIOLATION CLOSED,8/2/18,Original,Close,N,2018,2018,11/23/25
4160010002,10,M,11691,51-11 ALMEDA AVENUE,996,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,12379173,931924,432091,4,51-11,51-11,51-11,ALMEDA AVENUE,A,5/10/18,5/15/18,9/1/18,8/18/18,,,,1506,6090539,"§ 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED",5/15/18,19,VIOLATION CLOSED,8/2/18,Original,Close,N,2018,2018,11/23/25
4160010002,10,M,11691,51-11 ALMEDA AVENUE,996,OCEAN BAY (BAYSIDE),12/31/16,QUEENS,1395,both,12379174,931924,432091,4,51-11,51-11,51-11,ALMEDA AVENUE,A,5/10/18,5/15/18,9/1/18,8/18/18,,,,484,6090539,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING",5/15/18,19,VIOLATION CLOSED,8/2/18,Original,Close,N,2018,2018,11/23/25
