,development_name,boro,total_units,transferred_date,full_address,omoid,omonumber,buildingid,boro id,apartment,lifecycle,worktypegeneral,omostatusreason,omoawardamount,omocreatedate,netchangeorders,omoawarddate,isaep,iscommercialdemolition,servicechargeflag,femaeventid,femaevent,omodescription,nta
0,104-14 TAPSCOTT STREET,BROOKLYN,30,11/28/23,104 TAPSCOTT STREET,5436197,EO29556,380678,3,,Standing Building,GC,No Access,490,4/19/24,0,4/26/24,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at building entrance door, 1st story - repairing door in-order to make door sel",Brownsville
1,104-14 TAPSCOTT STREET,BROOKLYN,30,11/28/23,104 TAPSCOTT STREET,5529876,EP28137,380678,3,,Standing Building,GC,,2680,5/28/25,0,6/7/25,,,FALSE,,,"repair stairs, bldg entrance door and yard door 1st stopry hpd nyc emergency operations division -essential service work. ---building entrance",Brownsville
2,ARMSTRONG I,BROOKLYN,371,2/12/20,310 LEXINGTON AVENUE,5246888,EM21130,325052,3,,Standing Building,GC,No Access,250.25,3/31/22,0,3/31/22,,,TRUE,,,nyc hpd emergency operations division - ''essential service work'' 310 lexington avenue 4th str (total 1 door) at 4th str fire stairs door. mak,Bedford
3,ARMSTRONG I,BROOKLYN,371,2/12/20,330 LEXINGTON AVENUE,5236638,EM18044,325055,3,4C,Standing Building,GC,No Access,250.25,2/22/22,0,2/23/22,,,TRUE,,,nyc - ''essential hpd emergency operations service work'' division install hinges to make door self-closing arrange and make self-closing the,Bedford
4,ARMSTRONG I,BROOKLYN,371,2/12/20,441 GATES AVENUE,5047148,EL10730,995621,3,,Standing Building,GC,Refused Access,777,12/16/20,0,2/16/21,,,TRUE,,,'' nyc hpd emerency operations division '' at vestibule area: replace with new the loose/broken sidelite with similar to existing. ensur,
5,ARMSTRONG II,BROOKLYN,248,2/12/20,360 LEXINGTON AVENUE,5113589,EL20795,325059,3,1D,Standing Building,GC,Tenant Refused Access,1680,4/15/21,0,4/22/21,,,TRUE,,,"at 360 lexington ave at apt#1d at kitchen trace and repair leaks from above,ensure no leak return. demolish and repair damaged surface(ceiling",Bedford
6,ARMSTRONG II,BROOKLYN,248,2/12/20,775 MARCY AVENUE,5540157,EQ03086,808795,3,2A,Standing Building,GC,No Access,780,8/4/25,0,8/14/25,,,TRUE,,,"floor repairs nyc hpd emergency operations division- essential service work at apt. 2a. 2nd. story, in the kitchen, properly remove defective lam",Bedford-Stuyvesant (West)
7,BAYCHESTER,BRONX,441,12/27/18,1870 SCHIEFFELIN AVENUE,4894068,EK15292,806902,2,2C,Standing Building,GC,OMO Completed,275,12/20/19,0,1/8/20,,,FALSE,,,"scope of work: install hinges to make door self-closing at apartment entrance located at apt 2c, 2nd story, 2nd apartment from north at east. total d",Eastchester-Edenwald-Baychester
8,BELMONT-SUTTER AREA,BROOKLYN,72,12/28/21,455 BARBEY STREET,5469243,EP03946,807674,3,,Standing Building,GC,OMO Completed,2500,8/13/24,0,8/19/24,,,FALSE,,,repairing bldg ent door & intercom system. ***nyc hpd emergency operations division  ''essential service work''*** at bldg ent door & intercom.,East New York (North)
9,BELMONT-SUTTER AREA,BROOKLYN,72,12/28/21,418 JEROME STREET,5540285,EQ03158,808609,3,,Standing Building,GC,,2345,8/5/25,0,8/14/25,,,FALSE,,,"location : at vestibule door at public hall, 1st story nyc hpd emergency operations division  essential service work- install new fire rated do",East New York (North)
10,BELMONT-SUTTER AREA,BROOKLYN,72,12/28/21,418 JEROME STREET,5461688,EP01432,808609,3,,Standing Building,GC,OMO Completed,1240,7/15/24,0,7/31/24,,,FALSE,,,"nyc hpd emergency operations division   essential service work  at building entrance door , 1st story repairs to make door self closed and latch",East New York (North)
11,BELMONT-SUTTER AREA,BROOKLYN,72,12/28/21,418 JEROME STREET,5469242,EP03945,808609,3,,Standing Building,GC,Owner Refused Access,2000,8/13/24,0,8/19/24,,,TRUE,,,at bldg ent door & intercom system. ***nyc hpd emergency operations division  ''essential service work''*** at bldg ent door & intercom. make,East New York (North)
12,BETANCES I,BRONX,309,11/16/18,400 BROOK AVENUE,5358064,EO04449,806340,2,15H,Standing Building,GC,OMO Completed,295,8/17/23,0,8/22/23,,,FALSE,,,"install hinges to make door self-closing at apartment 15h entrance door, 15th story. total doors= (1) contractor must contact hpd @ 212 863-549",Mott Haven-Port Morris
13,BETANCES I,BRONX,309,11/16/18,400 BROOK AVENUE,5366812,EO07240,806340,2,15H,Standing Building,GC,Duplicate OMO,295,9/14/23,0,10/11/23,,,FALSE,,,"install hinges to make door self-closing and latch at apartment 15h entrance door, 15th story total doors= (1) contractor must contact hpd @ 212 8",Mott Haven-Port Morris
14,BETANCES I,BRONX,309,11/16/18,400 BROOK AVENUE,5399657,EO17670,806340,2,,Standing Building,GC,Condition Different than Stated,1350,12/27/23,0,1/8/24,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at hopper door located at : at public hall, 5th story demo and completely rem",Mott Haven-Port Morris
15,BETANCES I,BRONX,309,11/16/18,400 BROOK AVENUE,5531326,EP28901,806340,2,,Standing Building,GC,,1990,6/6/25,0,6/12/25,,,FALSE,,,"public area at fire door leading to east section, 1st story public hall at hopper door, compactor closet, 20th story public hall nyc hpd emergency",Mott Haven-Port Morris
16,BETANCES IV,BRONX,282,11/16/18,423 EAST 146 STREET,4890009,EK14416,971042,2,1A,Standing Building,GC,OMO Completed,240,12/13/19,0,1/2/20,,,FALSE,,,"at apt# 1a: as per the requirement contract with hpd and /doh guidelines, install total three (3) window guards as follows: (1)	living room-",Mott Haven-Port Morris
17,BOULEVARD,BROOKLYN,1441,12/28/21,2150 LINDEN BOULEVARD,5403535,EO19013,808713,3,,Standing Building,GC,OMO Completed,250.25,1/10/24,0,1/16/24,,,FALSE,,,"install hinges to make door self-closing at (at north wall to public stairs at public hall, 1st story). total doors= (1) contractor must contact h",East New York-New Lots
18,BOULEVARD,BROOKLYN,1441,12/28/21,2150 LINDEN BOULEVARD,5509334,EP16739,808713,3,,Standing Building,GC,OMO Completed,1310,1/16/25,0,1/22/25,,,FALSE,,,"door repair make all necessary repairs to replace broken/defective door and jamb with new properly fire rated door and jamb similar to existing, co",East New York-New Lots
19,BOULEVARD,BROOKLYN,1441,12/28/21,773 STANLEY AVENUE,5289492,EN09178,809557,3,2B,Standing Building,GC,Tenant Refused Access,1960,10/17/22,0,10/21/22,,,TRUE,,,hpd emergency operations service work'' division replace broken/defective door and jamb with new properly fire rated door and jamb s,East New York
20,BOULEVARD,BROOKLYN,1441,12/28/21,845 SCHENCK AVENUE,5301230,EN13086,809353,3,6F,Standing Building,EXTERM,OMO Completed,450,12/3/22,0,12/5/22,,,FALSE,,,"** doh ll 55 pest referral ** at entire apartment : 6f exterminate entire apartment, as to abate a vermin and pests infestation. treat as appro",East New York-New Lots
21,BOULEVARD,BROOKLYN,1441,12/28/21,845 SCHENCK AVENUE,5446915,EO33006,809353,3,6A,Standing Building,GC,No Access,3000,5/21/24,0,6/3/24,,,TRUE,,,all mold remediation work to be done following safe work practice per new york state department of labor law article 32 & nyc-dep local law 61 of 20,East New York-New Lots
22,BOULEVARD,BROOKLYN,1441,12/28/21,881 SCHENCK AVENUE,5368035,EO07581,809354,3,,Standing Building,GC,Landlord Complied,250.25,9/19/23,0,9/22/23,,,TRUE,,,install hinges to make door self-closing at 6th story fire door. total doors= (1) contractor must contact hpd @ 212 863-5496; 5976; 6046; 6132; 613,East New York-New Lots
23,BOULEVARD,BROOKLYN,1441,12/28/21,881 SCHENCK AVENUE,5322549,EN20858,809354,3,,Standing Building,GC,Landlord Complied,250.25,2/28/23,0,3/8/23,,,TRUE,,,install hinges to make door self-closing at (ph 6th story). total doors= (1) contractor must contact hpd @ 212 863-5496; 5976; 6046; 6132; 6135; 61,East New York-New Lots
24,BOULEVARD,BROOKLYN,1441,12/28/21,881 SCHENCK AVENUE,5497745,EP13040,809354,3,,Standing Building,GC,OMO Completed,1400,11/21/24,0,11/29/24,,,FALSE,,,"replacing the defective hopper door ***nyc hpd emergency operations division  ''essential service work''*** at public hall trash chute, 2nd stor",East New York-New Lots
25,BOULEVARD,BROOKLYN,1441,12/28/21,881 SCHENCK AVENUE,5499728,EP13609,809354,3,,Standing Building,GC,Landlord Complied,800,11/27/24,0,12/12/24,,,TRUE,,,"nyc hpd emergency operations division  essential service work  at building entrance door, at public hall 1st story. repair door to adhere to loca",East New York-New Lots
26,BOULEVARD,BROOKLYN,1441,12/28/21,881 SCHENCK AVENUE,5427952,EO26952,809354,3,,Standing Building,ELEV,,0,3/27/24,0,,,,FALSE,,,"pursuant to a department of buildings reoccurring immediately hazardous elevator violation, the elevator at this location remains out of service. per",East New York-New Lots
27,BOULEVARD,BROOKLYN,1441,12/28/21,726 STANLEY AVENUE,5371519,EO08654,809554,3,,Standing Building,GC,OMO Completed,478,9/28/23,0,11/1/23,,,FALSE,,,"nyc hpd emergency operations division  essential service work  at fire door 2nd from east at south at public hall, 1st story install door clo",East New York-New Lots
28,BOULEVARD,BROOKLYN,1441,12/28/21,726 STANLEY AVENUE,5352275,EO02649,809554,3,,Standing Building,GC,No Access,850,7/29/23,0,8/14/23,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at building fire door 1st from east and 2nd fire door from east at south,publi",East New York-New Lots
29,BOULEVARD,BROOKLYN,1441,12/28/21,726 STANLEY AVENUE,5364013,EO06343,809554,3,,Standing Building,GC,OMO Completed,575,9/6/23,0,9/11/23,,,FALSE,,,"service work  defective wire mesh glass pane at south wall at public hall, 2nd story replace with new the missing or broken glass wire mesh p",East New York-New Lots
30,BOULEVARD,BROOKLYN,1441,12/28/21,726 STANLEY AVENUE,5294135,EN10709,809554,3,1D,Standing Building,GC,Owner Refused Access,2000,11/3/22,0,11/9/22,,,TRUE,,,hpd emergency operations service work'' division replace broken/defective door and jamb with new properly fire rated door and jamb s,East New York
31,BOULEVARD,BROOKLYN,1441,12/28/21,726 STANLEY AVENUE,5352274,EO02648,809554,3,,Standing Building,GC,Duplicate OMO,0,7/29/23,0,,,,FALSE,,,"nyc hpd emergency operations division   essential service work  at building front entrance , 1st story install hinges, and make all neces",East New York-New Lots
32,BOULEVARD,BROOKLYN,1441,12/28/21,726 STANLEY AVENUE,5371515,EO08650,809554,3,,Standing Building,GC,Landlord Complied,630,9/28/23,0,11/6/23,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at fire door 1st from east at public hall, 1st story install door closer and",East New York-New Lots
33,BOULEVARD,BROOKLYN,1441,12/28/21,726 STANLEY AVENUE,5542043,EQ04257,809554,3,,Standing Building,GC,,1680,8/16/25,0,8/20/25,,,FALSE,,,"defective door at building entrance at public hall, 1st story. defective hopper door at the 5th story public hall. nyc hpd emergency operations di",East New York-New Lots
34,BOULEVARD,BROOKLYN,1441,12/28/21,357 WORTMAN AVENUE,5324677,EN21875,809929,3,,Standing Building,GC,Owner Refused Access,830,3/9/23,0,3/14/23,,,TRUE,,,"nyc hpd emergency operations division - '' essential service work '' at building front entrance , at public hall 1st story replace all door hin",East New York
35,BOULEVARD,BROOKLYN,1441,12/28/21,357 WORTMAN AVENUE,5501917,EP14165,809929,3,,Standing Building,GC,Landlord Complied,880,12/7/24,0,12/16/24,,,TRUE,,,at building entrance door 1st story : nyc hpd emergency operations division-essential service work. at building entrance door 1st story m,East New York-New Lots
36,BOULEVARD,BROOKLYN,1441,12/28/21,357 WORTMAN AVENUE,5511156,EP17531,809929,3,5F,Standing Building,GC,No Access,250.25,1/27/25,0,1/28/25,,,TRUE,,,"at apt 5f, 5th story install hinges to make door self-closing at (at apt 5f, 5th story). total doors= (1) note: contractor must contact hpd drew",East New York-New Lots
37,BOULEVARD,BROOKLYN,1441,12/28/21,361 WORTMAN AVENUE,5342553,EN29704,809930,3,,Standing Building,GC,OMO Completed,1640,6/15/23,0,6/23/23,,,FALSE,,,"make all necessary repairs to replace broken/defective hopper door with a new hopper door and ensure proper finishing. located at on the east wall, a",East New York-New Lots
38,BOULEVARD,BROOKLYN,1441,12/28/21,361 WORTMAN AVENUE,5326898,EN22735,809930,3,,Standing Building,GC,OMO Completed,635,3/21/23,0,3/27/23,,,FALSE,,,make all necessary repairs to make door self closing and install hinges at 2nd story fire stair case door. return door to proper working order total,East New York-New Lots
39,BOULEVARD,BROOKLYN,1441,12/28/21,361 WORTMAN AVENUE,5457557,EO36558,809930,3,,Standing Building,GC,Owner Refused Access,880,6/28/24,0,7/5/24,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at building front entrance , 1st story. make self closing install heavy",East New York-New Lots
40,BOULEVARD,BROOKLYN,1441,12/28/21,908 ASHFORD STREET,5347208,EO00826,807570,3,3B,Standing Building,DELEAD,OMO Completed,1491.75,7/11/23,0,7/14/23,,,FALSE,,,"(doh  clean only)(apt#3b ) doh clean violation: as per attached scope of work, thoroughly remove all lead violations as per new york city health ord",East New York-New Lots
41,BOULEVARD,BROOKLYN,1441,12/28/21,908 ASHFORD STREET,5351504,EO02403,807570,3,3B,Standing Building,DELEAD,OMO Completed,104,7/27/23,0,7/28/23,,,FALSE,,,perform total lead analysis of 13 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,East New York-New Lots
42,BOULEVARD,BROOKLYN,1441,12/28/21,908 ASHFORD STREET,5327475,EN23062,807570,3,3B,Standing Building,DELEAD,Work Partially Completed,1145,3/24/23,0,4/6/23,,,FALSE,,,"doh lead abatement violation: as per attached scope of work, thoroughly remove all lead violations as per new york city health order to abate the nui",East New York
43,BOULEVARD,BROOKLYN,1441,12/28/21,908 ASHFORD STREET,5330183,EN24227,807570,3,3B,Standing Building,DELEAD,OMO Completed,72,4/7/23,0,4/10/23,,,FALSE,,,perform total lead analysis of 09 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,East New York
44,BOULEVARD,BROOKLYN,1441,12/28/21,908 ASHFORD STREET,5495448,EP12407,807570,3,,Standing Building,GC,OMO Completed,1588,11/14/24,0,11/27/24,,,FALSE,,,"nyc hpd emergency operations division  essential service work  at hopper chute, at west wall public hall 1st, story. replace hopper chute to adhe",East New York-New Lots
45,BOULEVARD,BROOKLYN,1441,12/28/21,807 SCHENCK AVENUE,5359144,EO04824,809351,3,,Standing Building,GC,OMO Completed,250.25,8/21/23,0,8/22/23,,,FALSE,,,"nyc hpd emergency operations division  essential service work at fire door leading to stairs at south at public hall, 1st story: install new",East New York-New Lots
46,BOULEVARD,BROOKLYN,1441,12/28/21,807 SCHENCK AVENUE,5304210,EN14173,809351,3,,Standing Building,GC,OMO Completed,670,12/15/22,0,12/19/22,,,FALSE,,,"nyc hpd emerency operations division  at public parts, bldg ent: at buildg entrance door replace broken/cracked glass pane at door an",East New York-New Lots
47,BOULEVARD,BROOKLYN,1441,12/28/21,807 SCHENCK AVENUE,5304208,EN14171,809351,3,,Standing Building,GC,Condition Different than Stated,250.25,12/15/22,0,12/16/22,,,TRUE,,,"nyc hpd emerency operations division  at public parts, 1st story: arrange and install self-closing hinges on one (1) door at fire doo",East New York-New Lots
48,BOULEVARD,BROOKLYN,1441,12/28/21,807 SCHENCK AVENUE,5318732,EN19419,809351,3,10D,Standing Building,GC,Owner Refused Access,2040,2/9/23,0,2/15/23,,,TRUE,,,"hpd nyc emergency operations division -essential service work. apartment #10d, 3rd apt from south at west, 10th story: at apartment entran",East New York
49,BOULEVARD,BROOKLYN,1441,12/28/21,807 SCHENCK AVENUE,5466348,EP03156,809351,3,5D,Standing Building,GC,Owner Refused Access,1800,8/1/24,0,8/13/24,,,TRUE,,,nyc hpd emergency operations division   essential service work  repairs and replacement are to adhere to local law 111 of 2018 at apartment 5d,East New York-New Lots
50,BOULEVARD,BROOKLYN,1441,12/28/21,807 SCHENCK AVENUE,5503428,EP14556,809351,3,5D,Standing Building,GC,Owner Refused Access,2180,12/13/24,0,12/24/24,,,TRUE,,,"defective door at apt 5d replace broken/defective door and jamb with new properly fire rated door and jamb similar to existing, complete with self-cl",East New York-New Lots
51,BOULEVARD,BROOKLYN,1441,12/28/21,807 SCHENCK AVENUE,5540536,EQ03326,809351,3,5D,Standing Building,GC,No Access,1967,8/6/25,0,8/8/25,,,TRUE,,,"door repair replace broken/defective door and jamb with new properly fire rated door and jamb similar to existing, complete with self-closing hinges,",East New York-New Lots
52,BOULEVARD,BROOKLYN,1441,12/28/21,807 SCHENCK AVENUE,5514906,EP19655,809351,3,,Standing Building,GC,Owner Refused Access,3999,2/19/25,0,2/26/25,,,TRUE,,,"nyc hpd emergency operations division   essential service work  1-	at public hall stair a, 6th story 2-	at public hall hoppper door 5th and 7t",East New York-New Lots
53,BOULEVARD,BROOKLYN,1441,12/28/21,807 SCHENCK AVENUE,5514905,EP19654,809351,3,5D,Standing Building,GC,Tenant Refused Access,2088,2/19/25,0,2/27/25,,,TRUE,,,"nyc hpd emergency operations division   essential service work  at apt #5d entrance door, 5th story repairs to make door self close and latch",East New York-New Lots
54,BOULEVARD,BROOKLYN,1441,12/28/21,725 STANLEY AVENUE,5454960,EO35744,809553,3,11D,Standing Building,DELEAD,OMO Completed,2000,6/20/24,0,6/25/24,,,FALSE,,,as per hpds lead abatement requirement contracts and attached scope of work thoroughly remove all lead violations as per new york city administrative,East New York-New Lots
55,BOULEVARD,BROOKLYN,1441,12/28/21,725 STANLEY AVENUE,5450051,EO34129,809553,3,11D,Standing Building,GC,OMO Completed,330,6/3/24,0,9/18/24,,,FALSE,,,"apt# as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. install total of one (1)",East New York-New Lots
56,BOULEVARD,BROOKLYN,1441,12/28/21,725 STANLEY AVENUE,5461156,EP01222,809553,3,11D,Standing Building,DELEAD,OMO Completed,62.5,7/12/24,0,7/15/24,,,FALSE,,,perform total lead analysis of 05 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,East New York-New Lots
57,BOULEVARD,BROOKLYN,1441,12/28/21,725 STANLEY AVENUE,5540117,EQ03055,809553,3,6E,Standing Building,GC,OMO Completed,2000,8/4/25,0,8/22/25,,,FALSE,,,all mold remediation work to be done following safe work practice per new york state department of labor law article 32 & nyc-dep local law 61 of 2018,East New York-New Lots
58,BOULEVARD,BROOKLYN,1441,12/28/21,2202 LINDEN BOULEVARD,5365674,EO06931,808715,3,,Standing Building,GC,OMO Completed,1680,9/12/23,0,10/3/23,,,FALSE,,,"properly refit/reframe and install hinges to make door self-closing at (fire exit door at west from north, 1st floor). total doors= (1) at public",East New York-New Lots
59,BOULEVARD,BROOKLYN,1441,12/28/21,2202 LINDEN BOULEVARD,5374919,EO09817,808715,3,,Standing Building,GC,Landlord Complied,250,10/11/23,0,10/13/23,,,TRUE,,,install hinges to make door self-closing at (fire door at 11th srory public hall at west wall ). total doors= (1) contractor must contact hpd @,East New York-New Lots
60,BOULEVARD,BROOKLYN,1441,12/28/21,2202 LINDEN BOULEVARD,5374923,EO09821,808715,3,,Standing Building,GC,Owner Refused Access,1999,10/11/23,0,10/19/23,,,TRUE,,,replace the deffective door and frame complete with self closing hinges and all standard hardware make all necessary restoration to the affected fins,East New York-New Lots
61,BOULEVARD,BROOKLYN,1441,12/28/21,830 ASHFORD STREET,5289348,EN09149,807569,3,,Standing Building,GC,No Access,250.25,10/16/22,0,10/31/22,,,TRUE,,,*nyc hpd emergency operations division - ''essential service work'' * (1) metal door at building entrance: install new self closing door mechanism,East New York
62,BOULEVARD,BROOKLYN,1441,12/28/21,830 ASHFORD STREET,5430188,EO27526,807569,3,4B,Standing Building,GC,No Access,2877,4/3/24,0,4/12/24,,,TRUE,,,"apt# 4b: work location: room nw1: trace, locate and properly repair the source of concealed water leaks causing excessive damage to ceiling an",East New York-New Lots
63,BOULEVARD,BROOKLYN,1441,12/28/21,830 ASHFORD STREET,5497976,EP13137,807569,3,,Standing Building,GC,OMO Completed,1360,11/21/24,0,12/2/24,,,FALSE,,,"nyc hpd emergency operations division   essential service work  at hopper door located at : at public hall, 8th story repairs to make hopper do",East New York-New Lots
64,BOULEVARD,BROOKLYN,1441,12/28/21,765 STANLEY AVENUE,5457550,EO36551,809556,3,,Standing Building,GC,OMO Completed,1480,6/28/24,0,7/2/24,,,FALSE,,,"nyc hpd emergency operations division   essential service work  at hopper door located at : at public hall, 4th story make self closing demo",East New York-New Lots
65,BUSHWICK II (GROUPS A & C),BROOKLYN,300,7/18/19,580 CENTRAL AVENUE,5271773,EN02078,218791,3,1B,Standing Building,GC,No Access,250.25,7/20/22,0,8/16/22,,,TRUE,,,"nyc - ''essential hpd emergency operations service work'' division make the door self closing at the entrance located at apt 1b, 1",Bushwick South
66,BUSHWICK II (GROUPS A & C),BROOKLYN,300,7/18/19,580 CENTRAL AVENUE,5275490,EN03362,218791,3,1C,Standing Building,GC,No Access,250.25,8/5/22,0,8/16/22,,,TRUE,,,nyc hpd emergency operations division essential service work apt # 1c: replace hinges @ at apartment# 1c ( 1 ) door make it self close by me,Bushwick South
67,BUSHWICK II (GROUPS A & C),BROOKLYN,300,7/18/19,580 CENTRAL AVENUE,5237437,EM18286,218791,3,1C,Standing Building,GC,Condition Different than Stated,250.25,2/24/22,0,4/8/22,,,FALSE,,,nyc hpd emergency operations division essential serivice work at building entrance door ( 1 ) per rc guidelines installation of self-,Bushwick South
68,BUSHWICK II (GROUPS A & C),BROOKLYN,300,7/18/19,139 HARMAN STREET,5524462,EP25040,808480,3,3B,Standing Building,GC,OMO Completed,150,4/23/25,0,8/6/25,,,FALSE,,,"apt#3b as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. repair total of two",Bushwick (West)
69,BUSHWICK II (GROUPS A & C),BROOKLYN,300,7/18/19,139 HARMAN STREET,5525235,EP25469,808480,3,3D,Standing Building,HEAT,No Access,150,4/28/25,0,5/8/25,,,TRUE,,,"at apt 3d, 3rd story hot water restoration nyc hpd emergency operations division   essential service work  ************ hot water related ****",Bushwick (West)
70,BUSHWICK II (GROUPS A & C),BROOKLYN,300,7/18/19,270 CENTRAL AVENUE,4865891,EK10801,218631,3,,Standing Building,GC,No Access,50,10/29/19,0,11/14/19,,,TRUE,,,"arrange and make self-closing the doors at east at cellar arrange and make self-closing the doors at building entrance from street , 1st story",Bushwick South
71,BUSHWICK II (GROUPS A & C),BROOKLYN,300,7/18/19,595 EVERGREEN AVENUE,5260330,EM25304,290845,3,2D,Standing Building,GC,OMO Completed,75,5/24/22,0,8/31/22,,,FALSE,,,"at apt #2d as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. install total of o",Bushwick (East)
72,BUSHWICK II (GROUPS A & C),BROOKLYN,300,7/18/19,595 EVERGREEN AVENUE,5371560,EO08695,290845,3,2D,Standing Building,GC,OMO Completed,135,9/28/23,0,3/19/24,,,FALSE,,,"at apt #2d as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. install total of",Bushwick (East)
73,BUSHWICK II (GROUPS B & D),BROOKLYN,300,7/18/19,415 EVERGREEN AVENUE,5239597,EM18834,290753,3,,Standing Building,PLUMB,No Access,3000,3/5/22,0,3/11/22,,,TRUE,,,nyc hpd emergency operations division - '' essential service work '' at public hall ''urgent heat / hw work - contractor must file ewn with dob and b,Bushwick South
74,BUSHWICK II (GROUPS B & D),BROOKLYN,300,7/18/19,1260 GATES AVENUE,5183930,EM04039,837585,3,1A,Standing Building,GC,OMO Completed,250.25,8/25/21,0,9/24/21,,,FALSE,,,hpd emergency operations division nyc - '' essential service work '' install hinges to make door self-closing arrange and make self-closing the doors,Bushwick South
75,BUSHWICK II (GROUPS B & D),BROOKLYN,300,7/18/19,400 CENTRAL AVENUE,5288713,EN08890,837586,3,2A,Standing Building,GC,No Access,250.25,10/12/22,0,10/18/22,,,TRUE,,,"hpd emergency operations service work'' division install hinges to make door self-closing at the entrance located at apt 2a, 2nd story,",Bushwick South
76,BUSHWICK II (GROUPS B & D),BROOKLYN,300,7/18/19,125 PALMETTO STREET,5540336,EQ03171,809121,3,,Standing Building,GC,,0,8/5/25,0,,,,FALSE,,,"defective lock set assembly at west yard door at public hall, 1st story. nyc hpd emergency operations division  essential service work  inst",Bushwick (East)
77,BUSHWICK II (GROUPS B & D),BROOKLYN,300,7/18/19,125 PALMETTO STREET,5546715,EQ07247,809121,3,,Standing Building,GC,,485,9/18/25,0,9/25/25,,,FALSE,,,"defective lock set assembly at west yard door at public hall, 1st story. make all necessary rapair to the defective at latch set assembly, to e",Bushwick (East)
78,BUSHWICK II (GROUPS B & D),BROOKLYN,300,7/18/19,95 PALMETTO STREET,5247432,EM21354,837581,3,3B,Standing Building,GC,No Access,250.25,4/4/22,0,4/7/22,,,TRUE,,,nyc - ''essential hpd emergency operations service work'' division install hinges to make door self-closing arrange and make self-closing th,Bushwick South
79,BUSHWICK II (GROUPS B & D),BROOKLYN,300,7/18/19,440 CENTRAL AVENUE,4980548,EL01207,218690,3,2D,Standing Building,GC,OMO Completed,1400,7/27/20,0,8/5/20,,,FALSE,,,apt#2d at bathroom: remove mold from ceiling approx. 70 sq. ft. use 50:50 bleach / water solution and allow to dry. apply stain resistant primer an,Bushwick South
80,BUSHWICK II (GROUPS B & D),BROOKLYN,300,7/18/19,440 CENTRAL AVENUE,5548077,EQ08170,218690,3,,Standing Building,GC,,590,9/26/25,0,9/30/25,,,FALSE,,,replace latch set at laundry room door at 1st sty public hall laundry room door..make all necessary repairs to make dor self closing and latching rep,Bushwick (East)
81,BUSHWICK II CDA (GROUP E),BROOKLYN,276,7/18/19,172 MENAHAN STREET,5528009,EP27112,335754,3,2D,Standing Building,GC,,225,5/14/25,0,8/6/25,,,FALSE,,,"apt#2d as per requirement contract with hpd, provide and install new window guards as required throughout entire apartment. repair total of three",Bushwick (East)
82,BUSHWICK II CDA (GROUP E),BROOKLYN,276,7/18/19,234 GROVE STREET,5189708,EM04806,304979,3,,Standing Building,GC,No Access,250.25,9/8/21,0,9/21/21,,,TRUE,,,"nyc hpd emergency operations division - '' essential service work '' at public hall: properly replace one door hinge's, located at building entran",Bushwick North
83,BUSHWICK II CDA (GROUP E),BROOKLYN,276,7/18/19,234 GROVE STREET,5148490,EL25706,304979,3,3J,Standing Building,GC,No Access,250.25,6/17/21,0,7/13/21,,,TRUE,,,division nyc - ''essential hpd emergency operations service work'' install hinges to make door self-closing arrange and make self-closing the door,Bushwick North
84,BUSHWICK II CDA (GROUP E),BROOKLYN,276,7/18/19,239 LINDEN STREET,5292774,EN10412,992090,3,CMN,Standing Building,DELEAD,OMO Completed,903.5,10/28/22,0,11/2/22,,,FALSE,,,"(doh - clean only)(apt#cmn) doh clean violation: as per attached scope of work, thoroughly remove all lead violations as per new york city health ord",Bushwick North
85,BUSHWICK II CDA (GROUP E),BROOKLYN,276,7/18/19,239 LINDEN STREET,5295130,EN11020,992090,3,CMN,Standing Building,DELEAD,OMO Completed,40,11/7/22,0,11/9/22,,,FALSE,,,perform total lead analysis of 05 dust wipe sample(s) via environmental protection agency (epa) sw8463050b-7000b method utilizing flame atomic absorpt,Bushwick North
86,BUSHWICK II CDA (GROUP E),BROOKLYN,276,7/18/19,220 LINDEN STREET,5149971,EL25994,947178,3,,Standing Building,GC,OMO Completed,1899,6/22/21,0,7/8/21,,,FALSE,,,- install new door similar to existing with insert door handle and door check to make door self -closing located at building entrance public hall 1st,Bushwick North
87,CLAREMONT PARKWAY-FRANKLIN AVENUE,BRONX,188,11/28/23,1325 FRANKLIN AVENUE,5468172,EP03638,79288,2,,Standing Building,GC,No Access,900,8/8/24,0,8/10/24,,,TRUE,,,nyc hpd emergency operations division  essential service work  at building entrance door. repair door to adhere to local law 111 of 2018 at bu,Morrisania
